4.822617E+03 1.4059305664063E+04
4.822861E+03 1.4337145507813E+04
4.823105E+03 1.4619650390625E+04
4.823349E+03 1.5242704101563E+04
4.823593E+03 1.4175365234375E+04
4.823838E+03 1.4681534179687E+04
4.824082E+03 1.4113890625E+04
4.824326E+03 1.4375438476563E+04
4.82457E+03 1.4938692382812E+04
4.824814E+03 1.4367838867187E+04
4.825058E+03 1.3580875976563E+04
4.825302E+03 1.3513578125E+04
4.825546E+03 1.4839359375E+04
4.82579E+03 1.40289296875E+04
4.826034E+03 1.421373828125E+04
4.826279E+03 1.489172265625E+04
4.826523E+03 1.4099096679687E+04
4.826767E+03 1.5550509765625E+04
4.827011E+03 1.4062177734375E+04
4.827255E+03 1.369871484375E+04
4.827499E+03 1.4541426757812E+04
4.827743E+03 1.406602734375E+04
4.827987E+03 1.4618514648437E+04
4.828231E+03 1.4378291992187E+04
4.828475E+03 1.3223658203125E+04
4.82872E+03 1.4635999023438E+04
4.828964E+03 1.4226119140625E+04
4.829208E+03 1.3364529296875E+04
4.829452E+03 1.2812142578125E+04
4.829696E+03 1.4254326171875E+04
4.82994E+03 1.3357190429687E+04
4.830184E+03 1.365524609375E+04
4.830428E+03 1.2915790039063E+04
4.830672E+03 1.3560390625E+04
4.830916E+03 1.308575390625E+04
4.831161E+03 1.3147602539062E+04
4.831405E+03 1.3063208007812E+04
4.831649E+03 1.3735303710938E+04
4.831893E+03 1.320774609375E+04
4.832137E+03 1.2678456054687E+04
4.832381E+03 1.4036040039063E+04
4.832625E+03 1.3277052734375E+04
4.832869E+03 1.32844296875E+04
4.833113E+03 1.3798942382813E+04
4.833357E+03 1.3140926757813E+04
4.833602E+03 1.3611788085937E+04
4.833846E+03 1.3651086914062E+04
4.83409E+03 1.3527438476563E+04
4.834334E+03 1.3262137695312E+04
4.834578E+03 1.3372193359375E+04
4.834822E+03 1.3487102539063E+04
4.835066E+03 1.3080169921875E+04
4.83531E+03 1.3364971679688E+04
4.835554E+03 1.2734588867187E+04
4.835798E+03 1.4347774414062E+04
4.836043E+03 1.3244452148437E+04
4.836287E+03 1.2372186523438E+04
4.836531E+03 1.2757122070313E+04
4.836775E+03 1.3088244140625E+04
4.837019E+03 1.2515680664063E+04
4.837263E+03 1.169152734375E+04
4.837507E+03 1.2254419921875E+04
4.837751E+03 1.2436466796875E+04
4.837995E+03 1.187240234375E+04
4.838239E+03 1.319409375E+04
4.838484E+03 1.33616171875E+04
4.838728E+03 1.3492583007812E+04
4.838972E+03 1.2977310546875E+04
4.839216E+03 1.3053109375E+04
4.83946E+03 1.2528034179687E+04
4.839704E+03 1.3508662109375E+04
4.839948E+03 1.2684161132812E+04
4.840192E+03 1.3211024414062E+04
4.840436E+03 1.2246587890625E+04
4.84068E+03 1.246651171875E+04
4.840925E+03 1.1922791992188E+04
4.841169E+03 1.233799609375E+04
4.841413E+03 1.2663760742187E+04
4.841657E+03 1.2955428710938E+04
4.841901E+03 1.3325836914063E+04
4.842145E+03 1.3630387695313E+04
4.842389E+03 1.2826715820312E+04
4.842633E+03 1.1902275390625E+04
4.842877E+03 1.2308560546875E+04
4.843121E+03 1.3031879882813E+04
4.843366E+03 1.1895985351562E+04
4.84361E+03 1.2027577148438E+04
4.843854E+03 1.2050174804687E+04
4.844098E+03 1.2917092773437E+04
4.844342E+03 1.218902734375E+04
4.844586E+03 1.2428513671875E+04
4.84483E+03 1.2431912109375E+04
4.845074E+03 1.233815625E+04
4.845318E+03 1.2476280273437E+04
4.845562E+03 1.2107901367187E+04
4.845807E+03 1.220730859375E+04
4.846051E+03 1.2792202148437E+04
4.846295E+03 1.2138904296875E+04
4.846539E+03 1.2443275390625E+04
4.846783E+03 1.2198954101563E+04
4.847027E+03 1.2715404296875E+04
4.847271E+03 1.2771107421875E+04
4.847515E+03 1.1641794921875E+04
4.847759E+03 1.188844921875E+04
4.848003E+03 1.2109201171875E+04
4.848248E+03 1.1977888671875E+04
4.848492E+03 1.2055904296875E+04
4.848736E+03 1.284085546875E+04
4.84898E+03 1.2007672851563E+04
4.849224E+03 1.2285044921875E+04
4.849468E+03 1.2241956054687E+04
4.849712E+03 1.1844174804687E+04
4.849956E+03 1.2558965820313E+04
4.8502E+03 1.1940950195313E+04
4.850444E+03 1.2410993164063E+04
4.850689E+03 1.2115557617188E+04
4.850933E+03 1.1822779296875E+04
4.851177E+03 1.1836553710938E+04
4.851421E+03 1.1937000976562E+04
4.851665E+03 1.2469599609375E+04
4.851909E+03 1.2320186523437E+04
4.852153E+03 1.1316874023437E+04
4.852397E+03 1.2018077148438E+04
4.852641E+03 1.2054043945313E+04
4.852885E+03 8.42632421875E+03
4.85313E+03 1.1930829101562E+04
4.853374E+03 1.2073479492187E+04
4.853618E+03 1.201448828125E+04
4.853862E+03 1.2403943359375E+04
4.854106E+03 1.1822134765625E+04
4.85435E+03 1.1727196289063E+04
4.854594E+03 1.2228349609375E+04
4.854838E+03 1.2062668945313E+04
4.855082E+03 1.2855431640625E+04
4.855326E+03 1.2193459960938E+04
4.855571E+03 1.2054611328125E+04
4.855815E+03 1.2751986328125E+04
4.856059E+03 1.2500522460937E+04
4.856303E+03 1.1895383789062E+04
4.856547E+03 1.2189291015625E+04
4.856791E+03 1.2228296875E+04
4.857035E+03 1.2199430664063E+04
4.857279E+03 1.2114932617187E+04
4.857523E+03 1.1619337890625E+04
4.857767E+03 1.2452021484375E+04
4.858012E+03 1.26155234375E+04
4.858256E+03 1.2020591796875E+04
4.8585E+03 1.2335616210937E+04
4.858744E+03 1.2147334960937E+04
4.858988E+03 1.2052752929688E+04
4.859232E+03 1.2408860351563E+04
4.859476E+03 1.1818508789063E+04
4.85972E+03 1.308423828125E+04
4.859964E+03 1.1979926757813E+04
4.860208E+03 1.2259112304688E+04
4.860453E+03 1.199237890625E+04
4.860697E+03 1.2421169921875E+04
4.860941E+03 1.1939229492187E+04
4.861185E+03 1.2133674804687E+04
4.861429E+03 1.2393084960937E+04
4.861673E+03 1.1738252929688E+04
4.861917E+03 1.2332052734375E+04
4.862161E+03 1.2488224609375E+04
4.862405E+03 1.1692595703125E+04
4.862649E+03 1.334480859375E+04
4.862894E+03 1.2560309570313E+04
4.863138E+03 1.311130078125E+04
4.863382E+03 1.20982734375E+04
4.863626E+03 1.1696629882812E+04
4.86387E+03 1.2389814453125E+04
4.864114E+03 1.2608692382813E+04
4.864358E+03 1.1696387695313E+04
4.864602E+03 1.224855859375E+04
4.864846E+03 1.2293249023438E+04
4.86509E+03 1.1881223632813E+04
4.865335E+03 1.19347734375E+04
4.865579E+03 1.1950428710937E+04
4.865823E+03 1.2084983398438E+04
4.866067E+03 1.2241104492188E+04
4.866311E+03 1.1727490234375E+04
4.866555E+03 1.2100616210938E+04
4.866799E+03 1.30351328125E+04
4.867043E+03 1.24481171875E+04
4.867287E+03 1.2277923828125E+04
4.867531E+03 1.15989296875E+04
4.867776E+03 1.2597251953125E+04
4.86802E+03 1.2530430664062E+04
4.868264E+03 1.211237890625E+04
4.868508E+03 1.1551629882812E+04
4.868752E+03 1.2484129882813E+04
4.868996E+03 1.215462109375E+04
4.86924E+03 1.21565625E+04
4.869484E+03 1.2005829101562E+04
4.869728E+03 1.2695416992188E+04
4.869972E+03 1.206153125E+04
4.870217E+03 1.2663303710937E+04
4.870461E+03 1.1572306640625E+04
4.870705E+03 1.2628748046875E+04
4.870949E+03 1.1864844726563E+04
4.871193E+03 1.275187109375E+04
4.871437E+03 1.2249197265625E+04
4.871681E+03 1.2059827148438E+04
4.871925E+03 1.2197157226563E+04
4.872169E+03 1.1657860351562E+04
4.872413E+03 1.2431801757812E+04
4.872658E+03 1.2116026367188E+04
